"Tank 500, 2024","3.0 л (299 л.с.), гибрид, АКПП, 4WD",7 649 000 ,Новосибирск,сегодня
"Land Rover Range Rover, 2019","3.0 л (249 л.с.), дизель, АКПП, 4WD, 120 000 км",7 000 000 ,Новосибирск,сегодня
"Chery Tiggo 8 Pro Max, 2022","2.0 л (197 л.с.), бензин, робот, 4WD, 55 494 км",2 368 000 ,Новосибирск,сегодня
"Honda Fit, 2013","1.3 л (100 л.с.), бензин, вариатор, передний, 118 472 км",780 000 ,Новосибирск,сегодня
"Toyota Venza, 2013","2.7 л (185 л.с.), бензин, АКПП, 4WD, 224 150 км",1 825 000 ,Новосибирск,сегодня
"Toyota Land Cruiser, 2007","4.7 л (288 л.с.), бензин, АКПП, 4WD, 320 000 км",2 599 000 ,Новосибирск,сегодня
"Volkswagen Polo, 2013","1.6 л (105 л.с.), бензин, АКПП, передний, 143 308 км",704 000 ,Новосибирск,сегодня
"Mitsubishi Outlander, 2007","3.0 л (220 л.с.), бензин, АКПП, 4WD, 262 992 км",999 000 ,Новосибирск,сегодня
"BMW X4, 2022","2.0 л (249 л.с.), бензин, АКПП, 4WD, 2 688 км",6 199 000 ,Новосибирск,сегодня
"BMW X7, 2021","3.0 л (340 л.с.), гибрид, АКПП, 4WD, 38 434 км",10 390 000 ,Новосибирск,сегодня
"Infiniti QX80, 2014","5.6 л (405 л.с.), бензин, АКПП, 4WD, 196 000 км",2 349 000 ,Новосибирск,сегодня
"Nissan Qashqai, 2014","2.0 л (144 л.с.), бензин, вариатор, 4WD, 119 000 км",1 429 000 ,Новосибирск,сегодня
"Mercedes-Benz GLE Coupe, 2021","3.0 л (435 л.с.), гибрид, АКПП, 4WD, 107 203 км",9 749 000 ,Новосибирск,сегодня
"Volkswagen Touareg, 2011","3.6 л (249 л.с.), бензин, АКПП, 4WD, 265 000 км",1 561 000 ,Новосибирск,сегодня
"Chevrolet Niva, 2018","1.7 л (80 л.с.), бензин, механика, 4WD, 126 647 км",704 000 ,Новосибирск,сегодня
"Geely Atlas, 2024","2.0 л (200 л.с.), бензин, робот, передний",2 850 000 ,Новосибирск,сегодня
"Лада Веста, 2022","1.6 л (113 л.с.), бензин, вариатор, передний, 30 482 км",1 399 000 ,Новосибирск,сегодня
"Toyota Esquire, 2017","1.8 л (99 л.с.), гибрид, вариатор, передний, 160 343 км",1 995 000 ,Новосибирск,сегодня
"Kia Rio, 2016","1.6 л (123 л.с.), бензин, АКПП, передний, 79 568 км",997 000 ,Новосибирск,сегодня
"Infiniti FX50, 2008","5.0 л (400 л.с.), бензин, АКПП, 4WD, 223 000 км",1 399 000 ,Новосибирск,сегодня
"Audi Q7, 2017","3.0 л (249 л.с.), дизель, АКПП, 4WD, 230 000 км",3 168 000 ,Новосибирск,сегодня
"Hyundai Palisade, 2019","3.8 л (291 л.с.), бензин, автомат, 4WD, 125 119 км",3 699 000 ,Новосибирск,сегодня
"Lexus RX350, 2013","3.5 л (277 л.с.), бензин, АКПП, 4WD, 187 250 км",2 489 000 ,Новосибирск,сегодня
"Mercedes-Benz GLA-Class, 2018","2.1 л (136 л.с.), дизель, робот, 4WD, 118 838 км",2 889 000 ,Новосибирск,сегодня
"Chevrolet Niva, 2011","1.7 л (80 л.с.), бензин, механика, 4WD, 341 056 км",337 000 ,Новосибирск,сегодня
"Mercedes-Benz GLS-Class, 2016","3.0 л (249 л.с.), дизель, АКПП, 4WD, 121 883 км",4 699 000 ,Новосибирск,сегодня
"BMW X5, 2021","3.0 л (286 л.с.), дизель, АКПП, 4WD, 68 940 км",8 999 000 ,Новосибирск,сегодня
"Toyota RAV4, 2021","2.5 л (199 л.с.), бензин, АКПП, 4WD, 111 492 км",3 649 000 ,Новосибирск,сегодня
"Mercedes-Benz V-Class, 2021","2.1 л (190 л.с.), дизель, АКПП, 4WD, 45 161 км",7 999 000 ,Новосибирск,сегодня
"Mercedes-Benz S-Class, 2023","3.0 л (449 л.с.), бензин, автомат, 4WD, 7 254 км",19 900 000 ,Новосибирск,сегодня
"Mercedes-Benz GL-Class, 2013","4.7 л (435 л.с.), бензин, АКПП, 4WD, 196 981 км",3 199 000 ,Новосибирск,сегодня
"Chery Tiggo 4 Pro, 2025","1.5 л (113 л.с.), бензин, механика, передний",1 970 000 ,Новосибирск,сегодня
"Chery Tiggo 7 Pro Max, 2025","1.6 л (150 л.с.), бензин, робот, передний",2 780 000 ,Новосибирск,сегодня
"Geely Monjaro, 2024","2.0 л (238 л.с.), бензин, АКПП, 4WD",4 592 190 ,Новосибирск,сегодня
"Geely Cityray, 2024","1.5 л (147 л.с.), бензин, робот, передний",3 099 000 ,Новосибирск,сегодня
"Geely Atlas, 2024","2.0 л (200 л.с.), бензин, робот, передний",3 614 000 ,Новосибирск,сегодня
"Geely Tugella, 2024","2.0 л (238 л.с.), бензин, АКПП, 4WD",4 299 000 ,Новосибирск,сегодня
"JAC JS3, 2024","1.6 л (109 л.с.), бензин, вариатор, передний",1 499 000 ,Новосибирск,сегодня
"JAC J7, 2023","1.5 л (136 л.с.), бензин, вариатор, передний",1 730 000 ,Новосибирск,сегодня
"JAC T9, 2024","2.0 л (224 л.с.), бензин, АКПП, 4WD",3 499 000 ,Новосибирск,сегодня
"JAC T9, 2024","2.0 л (224 л.с.), бензин, АКПП, 4WD",3 499 000 ,Новосибирск,сегодня
"JAC JS6, 2024","1.5 л (174 л.с.), бензин, робот, передний",2 390 000 ,Новосибирск,сегодня
"УАЗ Буханка, 2024","2.7 л (112 л.с.), бензин, механика, 4WD",1 520 000 ,Новосибирск,сегодня
"УАЗ Пикап, 2024","2.7 л (150 л.с.), бензин, механика, 4WD",1 705 000 ,Новосибирск,сегодня
"УАЗ Патриот, 2025","2.7 л (150 л.с.), бензин, механика, 4WD",2 040 000 ,Новосибирск,сегодня
"УАЗ Буханка, 2025","2.7 л (112 л.с.), бензин, механика, 4WD",1 545 000 ,Новосибирск,сегодня
"OMODA C5, 2023","1.6 л (150 л.с.), бензин, робот, 4WD",3 169 900 ,Новосибирск,сегодня
"Soueast S09, 2024","2.0 л (197 л.с.), бензин, АКПП, 4WD",4 089 000 ,Новосибирск,сегодня
"Soueast S09, 2024","2.0 л (197 л.с.), бензин, АКПП, 4WD",4 089 000 ,Новосибирск,сегодня
"Soueast S09, 2024","2.0 л (197 л.с.), бензин, АКПП, 4WD",4 089 000 ,Новосибирск,сегодня
"Soueast S09, 2024","2.0 л (197 л.с.), бензин, АКПП, 4WD",4 089 000 ,Новосибирск,сегодня
"OMODA C5, 2024","1.6 л (150 л.с.), бензин, робот, 4WD",2 809 900 ,Новосибирск,сегодня
"OMODA C5, 2024","1.5 л (147 л.с.), бензин, вариатор, передний",2 743 900 ,Новосибирск,сегодня
"Toyota Corolla Fielder, 2000","1.5 л (110 л.с.), бензин, АКПП, передний, 200 000 км",510 000 ,Новосибирск,сегодня
"Infiniti FX35, 2003","3.5 л (280 л.с.), бензин, АКПП, 4WD, 190 000 км",900 000 ,Новосибирск,сегодня
"Chery Tiggo 8 Pro Max, 2024","2.0 л (197 л.с.), бензин, робот, 4WD",3 843 000 ,Новосибирск,сегодня
"Chery Tiggo 7 Pro Max, 2024","1.6 л (150 л.с.), бензин, робот, 4WD",2 935 000 ,Новосибирск,сегодня
"EXEED RX, 2024","2.0 л (249 л.с.), бензин, АКПП, 4WD",5 075 000 ,Новосибирск,сегодня
"EXEED RX, 2024","2.0 л (249 л.с.), бензин, АКПП, 4WD",4 925 000 ,Новосибирск,сегодня
"EXEED RX, 2024","2.0 л (249 л.с.), бензин, АКПП, 4WD",5 075 000 ,Новосибирск,сегодня
"Haval H3, 2024","1.5 л (177 л.с.), бензин, робот, 4WD",2 920 000 ,Новосибирск,сегодня
"Haval H5, 2024","2.0 л (200 л.с.), бензин, АКПП, 4WD",3 950 000 ,Новосибирск,сегодня
"Haval H9, 2024","2.4 л (184 л.с.), дизель, АКПП, 4WD",4 830 000 ,Новосибирск,сегодня
"Haval H9, 2024","2.0 л (218 л.с.), бензин, АКПП, 4WD",4 780 000 ,Новосибирск,сегодня
